hs_code,kategori_barang,deskripsi_produk,tujuan_negara,kota_asal,provinsi_asal,kuantitas,volume_m3,berat_kg,hpp,biaya_pengemasan,bank_charge,trucking,forwarder,dokumen_ekspor,thc,bea_keluar,komisi_broker,freight,asuransi,pergudangan,operasional_lainnya,bunga_pajak,total_biaya
0803.90,Pisang,Pisang segar atau dikeringkan,Myanmar,Yogyakarta,DI Yogyakarta,353,2.9,48.5,13759000.0,4420000.0,1575000.0,3660000.0,26380000.0,490000.0,1698000.0,2631000.0,929000.0,281000.0,1543000.0,915000.0,889000.0,1737000.0,60907000.0
0406.10,Keju,"Keju segar, termasuk whey dan curd",Brunei,Dumai,Riau,404,9.5,45.6,10632000.0,3950000.0,1253000.0,14890000.0,31530000.0,989000.0,1008000.0,614000.0,1692000.0,620000.0,683000.0,1196000.0,1380000.0,1277000.0,71714000.0
9617.00,Termos,Termos dan botol vacuum,Myanmar,Medan,Sumatera Utara,486,3.2,29.0,8617000.0,4040000.0,718000.0,5020000.0,11460000.0,540000.0,554000.0,1250000.0,457000.0,138000.0,1214000.0,2828000.0,305000.0,1546000.0,38687000.0
3306.10,Pasta gigi,Pasta gigi dan preparasi oral lainnya,Thailand,Dumai,Riau,110,4.7,15.8,2101000.0,910000.0,127000.0,210000.0,520000.0,850000.0,354000.0,264000.0,394000.0,286000.0,211000.0,2879000.0,1155000.0,338000.0,10599000.0
4802.56,Kertas,Kertas yang digunakan untuk menulis atau mencetak,Malaysia,Palopo,Sulawesi Selatan,807,4.0,2.5,3511000.0,1650000.0,390000.0,220000.0,2520000.0,286000.0,1358000.0,344000.0,190000.0,300000.0,667000.0,1704000.0,1561000.0,601000.0,15302000.0
3401.11,Sabun mandi,Sabun mandi dalam bentuk cair atau padat,Laos,Yogyakarta,DI Yogyakarta,715,6.4,43.2,50941000.0,19380000.0,4720000.0,26000000.0,44700000.0,415000.0,1862000.0,6297000.0,5202000.0,578000.0,2053000.0,1115000.0,413000.0,9993000.0,173669000.0
6401.10,Sepatu karet,Sepatu dengan sol dari karet,Thailand,Surakarta,Jawa Tengah,474,5.5,7.3,5186000.0,2060000.0,754000.0,3150000.0,5270000.0,277000.0,227000.0,987000.0,689000.0,321000.0,635000.0,2057000.0,1153000.0,571000.0,23337000.0
8471.30,Tablet,"Mesin otomatis untuk pemrosesan data, portabel",Laos,Kediri,Jawa Timur,536,1.1,37.8,4981000.0,2080000.0,725000.0,19800000.0,13820000.0,569000.0,1836000.0,627000.0,559000.0,98000.0,969000.0,2687000.0,1420000.0,947000.0,51118000.0
7013.49,Cangkir kaca,Cangkir dan gelas dari kaca,Indonesia,Tegal,Jawa Tengah,125,9.0,1.5,217000.0,70000.0,20000.0,120000.0,110000.0,318000.0,1160000.0,25000.0,15000.0,249000.0,34000.0,1868000.0,505000.0,31000.0,4742000.0
0806.10,Anggur,Anggur segar,Singapura,Pekanbaru,Riau,190,5.1,20.7,4104000.0,1860000.0,368000.0,3080000.0,5460000.0,877000.0,233000.0,268000.0,172000.0,250000.0,671000.0,2080000.0,482000.0,745000.0,20650000.0
9403.10,Lemari arsip,Lemari arsip dari logam,Vietnam,Yogyakarta,DI Yogyakarta,311,6.0,26.6,10890000.0,3750000.0,1616000.0,1820000.0,4850000.0,485000.0,1395000.0,1652000.0,1729000.0,113000.0,1025000.0,2762000.0,615000.0,1644000.0,34346000.0
9102.11,Jam tangan,"Jam tangan mekanik, tanpa fungsi tambahan",Indonesia,Denpasar,Bali,521,3.0,24.8,14537000.0,4960000.0,1328000.0,10090000.0,11120000.0,269000.0,202000.0,2599000.0,1207000.0,206000.0,2775000.0,2087000.0,822000.0,1856000.0,54058000.0
4902.10,Majalah,Majalah dan periodikal lainnya,Singapura,Metro,Lampung,231,8.0,22.7,7194000.0,2790000.0,555000.0,1340000.0,2700000.0,145000.0,1054000.0,1122000.0,393000.0,355000.0,996000.0,2519000.0,380000.0,1093000.0,22636000.0
2204.21,Wine,Wine yang dibuat dari anggur segar,Malaysia,Bandung,Jawa Barat,885,3.4,9.3,2709000.0,1260000.0,327000.0,5180000.0,7560000.0,984000.0,814000.0,309000.0,378000.0,201000.0,228000.0,2797000.0,218000.0,478000.0,23443000.0
4802.56,Kertas,Kertas yang digunakan untuk menulis atau mencetak,Kamboja,Bekasi,Jawa Barat,289,2.5,34.0,2607000.0,1210000.0,330000.0,4930000.0,12660000.0,258000.0,775000.0,505000.0,222000.0,232000.0,497000.0,1894000.0,600000.0,459000.0,27179000.0
0806.10,Anggur,Anggur segar,Vietnam,Malang,Jawa Timur,656,3.3,17.7,20411000.0,10030000.0,2923000.0,10050000.0,14850000.0,416000.0,640000.0,1601000.0,2724000.0,330000.0,633000.0,1001000.0,505000.0,2451000.0,68565000.0
1517.10,Margarin,Margarin tanpa penambahan susu,Filipina,Bandung,Jawa Barat,495,0.5,7.6,496000.0,190000.0,48000.0,3030000.0,5550000.0,677000.0,1190000.0,88000.0,50000.0,13000.0,40000.0,2574000.0,1564000.0,86000.0,15596000.0
0402.21,Susu bubuk,"Susu bubuk tanpa lemak, tanpa tambahan gula",Filipina,Pematangsiantar,Sumatera Utara,250,8.7,8.8,2113000.0,890000.0,233000.0,900000.0,3690000.0,109000.0,341000.0,415000.0,145000.0,707000.0,210000.0,559000.0,749000.0,374000.0,11435000.0
8215.20,Alat makan perak,Alat makan atau peralatan dapur dari perak,Malaysia,Dumai,Riau,697,6.3,34.2,10727000.0,4880000.0,948000.0,19270000.0,23520000.0,230000.0,830000.0,642000.0,1338000.0,92000.0,337000.0,1092000.0,1681000.0,1331000.0,66918000.0
0405.10,Mentega,Mentega dari susu,Malaysia,Pekanbaru,Riau,132,6.1,29.3,7672000.0,3640000.0,958000.0,1330000.0,2970000.0,866000.0,228000.0,831000.0,1069000.0,549000.0,1084000.0,1850000.0,1705000.0,1508000.0,26260000.0
9102.11,Jam tangan,"Jam tangan mekanik, tanpa fungsi tambahan",Malaysia,Metro,Lampung,161,7.5,28.9,8560000.0,2630000.0,890000.0,4030000.0,8920000.0,508000.0,867000.0,1380000.0,1035000.0,622000.0,632000.0,1869000.0,643000.0,1589000.0,34175000.0
8414.51,Kipas angin listrik,Kipas angin dengan daya listrik,Myanmar,Cilegon,Banten,640,4.8,23.0,14734000.0,6650000.0,1101000.0,8150000.0,29380000.0,309000.0,770000.0,1354000.0,843000.0,203000.0,1274000.0,1207000.0,1021000.0,2059000.0,69055000.0
1511.90,Minyak kelapa sawit,Minyak sawit dan turunannya,Laos,Samarinda,Kalimantan Timur,1000,2.2,27.0,3202000.0,1540000.0,406000.0,24350000.0,24860000.0,631000.0,630000.0,176000.0,636000.0,173000.0,106000.0,1858000.0,963000.0,496000.0,60027000.0
0402.21,Susu bubuk,"Susu bubuk tanpa lemak, tanpa tambahan gula",Filipina,Pekanbaru,Riau,125,2.9,24.1,2851000.0,860000.0,337000.0,2020000.0,4600000.0,514000.0,1289000.0,390000.0,553000.0,210000.0,130000.0,2506000.0,1658000.0,525000.0,18443000.0
8509.40,Blender,Blender atau pencampur makanan,Indonesia,Prabumulih,Sumatera Selatan,401,10.0,39.3,3513000.0,1180000.0,370000.0,6830000.0,27640000.0,275000.0,1882000.0,366000.0,339000.0,124000.0,166000.0,1614000.0,1896000.0,683000.0,46878000.0
1005.90,Jagung,"Jagung, selain jagung hibrida",Thailand,Jakarta,DKI Jakarta,802,4.5,43.2,17418000.0,6880000.0,2575000.0,4860000.0,8410000.0,333000.0,1141000.0,1818000.0,2269000.0,332000.0,3283000.0,2294000.0,1870000.0,2542000.0,56025000.0
4202.22,Tas tangan,Tas tangan dengan lapisan luar dari kulit atau kulit rekaan,Singapura,Medan,Sumatera Utara,879,1.5,47.5,45255000.0,19820000.0,6060000.0,27640000.0,60320000.0,150000.0,310000.0,2953000.0,8430000.0,20000.0,6768000.0,931000.0,629000.0,5375000.0,184661000.0
3002.10,Tes darah,Kit tes darah untuk diagnostik,Vietnam,Bekasi,Jawa Barat,803,7.2,24.7,16405000.0,6180000.0,2002000.0,16730000.0,27700000.0,136000.0,1989000.0,2595000.0,1315000.0,553000.0,1711000.0,1703000.0,414000.0,3063000.0,82496000.0
9403.10,Lemari arsip,Lemari arsip dari logam,Singapura,Jakarta,DKI Jakarta,419,4.7,31.7,17874000.0,5450000.0,1798000.0,5640000.0,13640000.0,869000.0,1499000.0,3191000.0,1457000.0,68000.0,678000.0,1259000.0,1462000.0,3076000.0,57961000.0
4902.10,Majalah,Majalah dan periodikal lainnya,Indonesia,Jakarta,DKI Jakarta,368,4.7,10.7,2203000.0,1030000.0,112000.0,2190000.0,7480000.0,618000.0,538000.0,365000.0,161000.0,159000.0,183000.0,2892000.0,1079000.0,254000.0,19264000.0
8516.10,Pemanas air listrik,Pemanas air untuk rumah tangga,Vietnam,Yogyakarta,DI Yogyakarta,501,6.9,49.1,17313000.0,8310000.0,1258000.0,19270000.0,14070000.0,811000.0,496000.0,1372000.0,3454000.0,257000.0,1801000.0,963000.0,557000.0,2213000.0,72145000.0
6912.00,Piring keramik,Piring dari keramik,Singapura,Tangerang,Banten,362,7.5,10.9,4385000.0,2110000.0,591000.0,1990000.0,5540000.0,787000.0,1373000.0,716000.0,354000.0,542000.0,798000.0,2776000.0,872000.0,779000.0,23613000.0
9608.10,Alat tulis bolpoin,Bolpoin dan alat tulis lainnya,Kamboja,Semarang,Jawa Tengah,255,3.0,42.0,6436000.0,2000000.0,865000.0,9940000.0,5460000.0,301000.0,1631000.0,733000.0,466000.0,118000.0,1030000.0,1576000.0,574000.0,973000.0,32103000.0
0207.14,Daging ayam,"Daging ayam beku, potongan",Brunei,Bekasi,Jawa Barat,200,5.2,4.9,1456000.0,570000.0,203000.0,660000.0,1050000.0,700000.0,502000.0,182000.0,189000.0,244000.0,245000.0,2696000.0,526000.0,209000.0,9432000.0
8541.40,Panel surya,Modul fotovoltaik (panel surya),Thailand,Makassar,Sulawesi Selatan,160,3.5,24.5,1795000.0,770000.0,205000.0,2790000.0,1690000.0,562000.0,243000.0,329000.0,261000.0,243000.0,157000.0,960000.0,397000.0,290000.0,10692000.0
8541.40,Panel surya,Modul fotovoltaik (panel surya),Myanmar,Bandar Lampung,Lampung,207,2.2,49.8,6207000.0,2800000.0,700000.0,9850000.0,17090000.0,128000.0,1730000.0,750000.0,753000.0,218000.0,831000.0,836000.0,1728000.0,987000.0,44608000.0
9102.11,Jam tangan,"Jam tangan mekanik, tanpa fungsi tambahan",Thailand,Balikpapan,Kalimantan Timur,659,0.7,18.1,7207000.0,3570000.0,952000.0,4870000.0,9350000.0,255000.0,1932000.0,473000.0,1146000.0,57000.0,844000.0,2387000.0,1181000.0,1192000.0,35416000.0
8528.52,Papan tulis interaktif,Papan tulis interaktif atau perangkat tampilan digital lainnya,Malaysia,Bontang,Kalimantan Timur,685,7.0,34.5,37875000.0,13030000.0,2883000.0,6670000.0,20050000.0,531000.0,705000.0,5286000.0,1022000.0,355000.0,4328000.0,2980000.0,1324000.0,4223000.0,101262000.0
3213.10,Cat air untuk lukisan,Cat air atau medium untuk seni lukis,Thailand,Mataram,Nusa Tenggara Barat,396,3.6,31.5,7411000.0,3220000.0,681000.0,3560000.0,21090000.0,831000.0,594000.0,1222000.0,1283000.0,122000.0,1044000.0,2742000.0,1294000.0,1306000.0,46400000.0
3004.10,Obat analgesik,Obat analgesik atau pereda nyeri,Myanmar,Tangerang,Banten,117,8.9,48.8,11273000.0,3770000.0,1474000.0,4500000.0,6270000.0,533000.0,1205000.0,2142000.0,377000.0,218000.0,1072000.0,1492000.0,1922000.0,1768000.0,38016000.0
1201.90,Kacang kedelai,Kacang kedelai selain untuk ditanam,Indonesia,Jayapura,Papua,940,3.6,23.6,39990000.0,12940000.0,4043000.0,13850000.0,7580000.0,468000.0,468000.0,7300000.0,2903000.0,103000.0,7106000.0,778000.0,1583000.0,6789000.0,105901000.0
8413.70,Pompa air,Pompa air untuk rumah tangga atau keperluan lainnya,Myanmar,Bandar Lampung,Lampung,655,7.8,44.9,28819000.0,9240000.0,3719000.0,11920000.0,58820000.0,172000.0,236000.0,5035000.0,5191000.0,672000.0,3329000.0,1431000.0,1070000.0,4493000.0,134147000.0
4203.21,Sarung tangan kulit,Sarung tangan dari kulit atau kulit rekaan,Filipina,Yogyakarta,DI Yogyakarta,479,1.5,6.0,5248000.0,1600000.0,707000.0,2250000.0,1860000.0,428000.0,484000.0,443000.0,432000.0,102000.0,219000.0,612000.0,1440000.0,805000.0,16630000.0
2009.11,Jus jeruk,"Jus jeruk yang tidak difermentasi, tanpa penambahan alkohol",Brunei,Lubuklinggau,Sumatera Selatan,556,2.1,29.7,22887000.0,8730000.0,2706000.0,2970000.0,20220000.0,879000.0,1046000.0,3514000.0,4056000.0,157000.0,819000.0,2606000.0,1154000.0,3062000.0,74806000.0
2201.10,Air mineral,Air mineral dan air soda,Filipina,Serang,Banten,805,3.4,19.5,6303000.0,3000000.0,789000.0,10300000.0,31270000.0,973000.0,375000.0,959000.0,639000.0,41000.0,797000.0,2404000.0,1129000.0,923000.0,59902000.0
5901.10,Kanvas,Kanvas yang dilapisi untuk seni lukis,Thailand,Singaraja,Bali,225,2.2,39.9,13993000.0,5400000.0,768000.0,1560000.0,17800000.0,939000.0,543000.0,2407000.0,1876000.0,220000.0,1617000.0,1812000.0,1735000.0,2468000.0,53138000.0
0201.30,Daging sapi,"Daging sapi segar atau dingin, lainnya",Laos,Pematangsiantar,Sumatera Utara,706,8.0,22.2,25973000.0,10690000.0,2711000.0,14420000.0,20760000.0,917000.0,565000.0,2533000.0,3299000.0,725000.0,4319000.0,2873000.0,1431000.0,4242000.0,95458000.0
0201.30,Daging sapi,"Daging sapi segar atau dingin, lainnya",Brunei,Denpasar,Bali,788,3.6,48.9,75191000.0,28720000.0,6806000.0,18360000.0,64100000.0,677000.0,1046000.0,6675000.0,9424000.0,81000.0,4734000.0,2232000.0,1743000.0,12143000.0,231932000.0
8516.72,Mesin pemanggang roti,Mesin pemanggang roti dan peralatan pemanas lainnya,Laos,Metro,Lampung,942,8.1,15.9,23624000.0,9490000.0,1224000.0,2300000.0,7730000.0,844000.0,571000.0,2307000.0,1031000.0,790000.0,4011000.0,1893000.0,1654000.0,3813000.0,61282000.0
1001.99,Gandum,Gandum dan meslin lainnya,Kamboja,Dumai,Riau,340,1.9,4.0,2069000.0,770000.0,223000.0,1230000.0,340000.0,833000.0,1268000.0,160000.0,271000.0,104000.0,390000.0,1604000.0,890000.0,344000.0,10496000.0
9004.10,Kacamata hitam,Kacamata hitam,Brunei,Bima,Nusa Tenggara Barat,744,0.5,12.3,10382000.0,4270000.0,1173000.0,6520000.0,13790000.0,787000.0,1703000.0,779000.0,721000.0,12000.0,1880000.0,2728000.0,679000.0,1258000.0,46682000.0
3306.10,Pasta gigi,Pasta gigi dan preparasi oral lainnya,Malaysia,Purwokerto,Jawa Tengah,920,4.5,47.6,41040000.0,19050000.0,4790000.0,5790000.0,47430000.0,291000.0,1470000.0,7481000.0,2853000.0,241000.0,1982000.0,2753000.0,1946000.0,6759000.0,143876000.0
9608.10,Alat tulis bolpoin,Bolpoin dan alat tulis lainnya,Kamboja,Metro,Lampung,837,6.2,43.9,69364000.0,30030000.0,8138000.0,29040000.0,22510000.0,511000.0,1235000.0,10212000.0,13765000.0,68000.0,2214000.0,1414000.0,1494000.0,7503000.0,197498000.0
8516.10,Pemanas air listrik,Pemanas air untuk rumah tangga,Laos,Pematangsiantar,Sumatera Utara,756,1.3,2.7,2902000.0,1390000.0,243000.0,1100000.0,3200000.0,664000.0,1219000.0,307000.0,295000.0,39000.0,317000.0,2411000.0,1157000.0,564000.0,15808000.0
2209.00,Cuka,Cuka dari semua jenis dan penggantinya yang berasal dari asam asetat,Singapura,Depok,Jawa Barat,361,2.2,10.2,6455000.0,2310000.0,541000.0,1050000.0,4590000.0,872000.0,1901000.0,379000.0,143000.0,164000.0,1018000.0,1300000.0,1198000.0,1291000.0,23212000.0
0207.14,Daging ayam,"Daging ayam beku, potongan",Vietnam,Singaraja,Bali,824,0.6,14.8,20441000.0,7930000.0,1579000.0,1440000.0,6720000.0,366000.0,298000.0,1347000.0,2891000.0,42000.0,3992000.0,2309000.0,606000.0,3763000.0,53724000.0
2209.00,Cuka,Cuka dari semua jenis dan penggantinya yang berasal dari asam asetat,Indonesia,Pematangsiantar,Sumatera Utara,187,6.2,3.6,384000.0,180000.0,26000.0,520000.0,330000.0,511000.0,1876000.0,23000.0,25000.0,465000.0,29000.0,1043000.0,989000.0,47000.0,6448000.0
9102.11,Jam tangan,"Jam tangan mekanik, tanpa fungsi tambahan",Laos,Tangerang,Banten,275,7.5,47.3,20485000.0,8260000.0,1876000.0,1510000.0,25400000.0,456000.0,819000.0,2062000.0,3726000.0,440000.0,3438000.0,756000.0,1407000.0,2273000.0,72908000.0
1005.90,Jagung,"Jagung, selain jagung hibrida",Laos,Yogyakarta,DI Yogyakarta,559,0.1,37.7,19138000.0,6750000.0,1873000.0,17190000.0,33130000.0,948000.0,1413000.0,2953000.0,947000.0,8000.0,3691000.0,2331000.0,1052000.0,2092000.0,93516000.0
7113.11,Cincin perak,Perhiasan dari perak,Myanmar,Pematangsiantar,Sumatera Utara,188,1.3,3.7,419000.0,150000.0,58000.0,430000.0,820000.0,497000.0,1693000.0,24000.0,54000.0,76000.0,23000.0,1741000.0,1716000.0,54000.0,7755000.0
7013.49,Cangkir kaca,Cangkir dan gelas dari kaca,Malaysia,Dumai,Riau,961,9.2,17.2,13604000.0,4960000.0,793000.0,5130000.0,27420000.0,919000.0,1241000.0,864000.0,2353000.0,319000.0,1378000.0,2166000.0,946000.0,1452000.0,63545000.0
7323.93,Panci stainless steel,Panci dan peralatan masak lainnya dari baja tahan karat,Filipina,Cilegon,Banten,732,3.6,24.5,32570000.0,11200000.0,3421000.0,6670000.0,23950000.0,336000.0,1648000.0,5697000.0,1064000.0,68000.0,4910000.0,972000.0,1585000.0,5934000.0,100025000.0
4203.21,Sarung tangan kulit,Sarung tangan dari kulit atau kulit rekaan,Thailand,Yogyakarta,DI Yogyakarta,954,9.6,32.4,27991000.0,13800000.0,1889000.0,20710000.0,60370000.0,945000.0,1078000.0,1439000.0,2681000.0,223000.0,5445000.0,660000.0,348000.0,3638000.0,141217000.0
9608.10,Alat tulis bolpoin,Bolpoin dan alat tulis lainnya,Laos,Mataram,Nusa Tenggara Barat,193,8.7,38.8,14488000.0,6240000.0,1961000.0,3530000.0,12930000.0,401000.0,495000.0,2339000.0,2193000.0,618000.0,614000.0,2839000.0,551000.0,1733000.0,50932000.0
9603.21,Sikat gigi,Sikat gigi manual,Malaysia,Purwokerto,Jawa Tengah,723,2.6,38.5,52705000.0,25370000.0,7036000.0,4060000.0,24450000.0,552000.0,762000.0,9238000.0,8149000.0,69000.0,7593000.0,1690000.0,362000.0,9827000.0,151863000.0
7323.93,Panci stainless steel,Panci dan peralatan masak lainnya dari baja tahan karat,Indonesia,Makassar,Sulawesi Selatan,313,2.4,21.0,1815000.0,830000.0,261000.0,6260000.0,6220000.0,796000.0,414000.0,228000.0,90000.0,213000.0,273000.0,892000.0,1943000.0,243000.0,20478000.0
8517.12,Telepon pintar,Telepon untuk jaringan seluler atau jaringan nirkabel lainnya,Brunei,Parepare,Sulawesi Selatan,429,8.3,28.3,3417000.0,1600000.0,322000.0,2020000.0,11150000.0,567000.0,1144000.0,430000.0,369000.0,657000.0,172000.0,2974000.0,1079000.0,353000.0,26254000.0
9617.00,Termos,Termos dan botol vacuum,Filipina,Kediri,Jawa Timur,605,4.2,48.5,8732000.0,3790000.0,735000.0,13060000.0,7810000.0,766000.0,346000.0,1107000.0,1389000.0,127000.0,1210000.0,510000.0,1365000.0,1074000.0,42021000.0
7113.19,Kalung emas,Perhiasan dari emas,Singapura,Jakarta,DKI Jakarta,787,6.1,17.3,9126000.0,3340000.0,1263000.0,3910000.0,11970000.0,564000.0,504000.0,1774000.0,1005000.0,414000.0,1122000.0,606000.0,1962000.0,1478000.0,39038000.0
0304.87,Ikan tuna,Ikan tuna (Thunnus spp.),Laos,Metro,Lampung,223,1.0,46.5,6423000.0,2450000.0,761000.0,2240000.0,20300000.0,210000.0,1637000.0,1086000.0,453000.0,22000.0,235000.0,1612000.0,725000.0,1280000.0,39434000.0
1805.00,Cokelat bubuk,Bubuk kakao tanpa tambahan gula atau pemanis lainnya,Singapura,Prabumulih,Sumatera Selatan,715,0.7,47.0,34076000.0,14070000.0,2320000.0,17060000.0,39590000.0,217000.0,1205000.0,6559000.0,3937000.0,24000.0,4418000.0,1439000.0,1684000.0,5512000.0,132111000.0
0407.21,Telur ayam,"Telur ayam dalam cangkang, segar",Indonesia,Palopo,Sulawesi Selatan,450,2.6,15.7,10460000.0,4900000.0,1426000.0,6810000.0,9920000.0,619000.0,804000.0,1014000.0,1781000.0,157000.0,1918000.0,2937000.0,513000.0,1943000.0,45202000.0
1005.90,Jagung,"Jagung, selain jagung hibrida",Malaysia,Yogyakarta,DI Yogyakarta,160,5.8,42.7,6907000.0,2840000.0,493000.0,5540000.0,10060000.0,595000.0,1410000.0,1366000.0,576000.0,305000.0,945000.0,1535000.0,1517000.0,1263000.0,35352000.0
6505.90,Topi,Topi dan penutup kepala lainnya,Thailand,Mataram,Nusa Tenggara Barat,741,7.3,34.5,29919000.0,13860000.0,4367000.0,13480000.0,20510000.0,728000.0,1237000.0,4196000.0,5743000.0,200000.0,908000.0,2907000.0,1304000.0,4251000.0,103610000.0
8516.72,Mesin pemanggang roti,Mesin pemanggang roti dan peralatan pemanas lainnya,Kamboja,Jakarta,DKI Jakarta,618,7.1,48.4,24903000.0,11640000.0,3116000.0,8100000.0,17270000.0,321000.0,810000.0,3170000.0,3312000.0,468000.0,2801000.0,1482000.0,1254000.0,3030000.0,81677000.0
3002.10,Tes darah,Kit tes darah untuk diagnostik,Vietnam,Cilegon,Banten,722,9.6,6.1,1422000.0,540000.0,170000.0,2840000.0,5470000.0,771000.0,939000.0,185000.0,45000.0,760000.0,129000.0,1346000.0,1674000.0,214000.0,16505000.0
0406.10,Keju,"Keju segar, termasuk whey dan curd",Singapura,Parepare,Sulawesi Selatan,356,9.4,42.4,5694000.0,2540000.0,338000.0,3130000.0,28750000.0,519000.0,1005000.0,578000.0,849000.0,635000.0,659000.0,2251000.0,1898000.0,841000.0,49687000.0
7113.11,Cincin perak,Perhiasan dari perak,Thailand,Mataram,Nusa Tenggara Barat,614,2.3,3.1,2254000.0,830000.0,128000.0,1220000.0,2880000.0,869000.0,932000.0,356000.0,392000.0,198000.0,330000.0,2967000.0,415000.0,320000.0,14091000.0
4901.99,Buku cetak,"Buku cetak, selain buku sekolah",Singapura,Cilegon,Banten,483,5.9,12.2,1300000.0,410000.0,94000.0,2650000.0,3840000.0,663000.0,1778000.0,162000.0,126000.0,370000.0,89000.0,1492000.0,1514000.0,188000.0,14676000.0
3002.10,Tes darah,Kit tes darah untuk diagnostik,Kamboja,Lubuklinggau,Sumatera Selatan,415,8.8,19.0,9294000.0,3620000.0,1097000.0,6220000.0,7910000.0,365000.0,1517000.0,1330000.0,503000.0,780000.0,1614000.0,1626000.0,925000.0,1082000.0,37883000.0
6307.90,Masker medis,Masker pelindung untuk medis,Vietnam,Denpasar,Bali,507,6.1,49.9,45608000.0,20790000.0,3818000.0,6580000.0,42490000.0,177000.0,1698000.0,2961000.0,6896000.0,215000.0,8189000.0,2343000.0,1828000.0,8988000.0,152581000.0
8507.60,Baterai lithium-ion,Baterai yang mengandung lithium-ion,Thailand,Tegal,Jawa Tengah,700,8.8,4.2,1175000.0,360000.0,103000.0,1190000.0,2470000.0,939000.0,587000.0,160000.0,180000.0,591000.0,52000.0,994000.0,493000.0,125000.0,9419000.0
0407.21,Telur ayam,"Telur ayam dalam cangkang, segar",Kamboja,Palopo,Sulawesi Selatan,315,2.9,14.0,2952000.0,1040000.0,226000.0,2700000.0,5280000.0,165000.0,894000.0,239000.0,340000.0,64000.0,448000.0,2491000.0,721000.0,417000.0,17977000.0
7113.19,Kalung emas,Perhiasan dari emas,Laos,Pekanbaru,Riau,661,8.3,47.7,10234000.0,4230000.0,778000.0,14000000.0,29640000.0,117000.0,1952000.0,1662000.0,1171000.0,159000.0,1879000.0,590000.0,880000.0,1918000.0,69210000.0
7113.11,Cincin perak,Perhiasan dari perak,Thailand,Singaraja,Bali,629,3.3,41.3,26668000.0,12480000.0,1733000.0,14140000.0,7960000.0,536000.0,441000.0,4893000.0,2006000.0,51000.0,4330000.0,2708000.0,265000.0,4633000.0,82844000.0
8479.89,Alat pengatur kelembaban udara,Alat pengatur kelembaban udara,Malaysia,Prabumulih,Sumatera Selatan,859,2.3,24.0,25476000.0,12600000.0,3156000.0,15930000.0,16750000.0,584000.0,1034000.0,4437000.0,2234000.0,119000.0,2008000.0,1969000.0,695000.0,3643000.0,90635000.0
4202.22,Tas tangan,Tas tangan dengan lapisan luar dari kulit atau kulit rekaan,Vietnam,Serang,Banten,470,3.1,8.4,6947000.0,2550000.0,656000.0,2120000.0,2720000.0,355000.0,217000.0,621000.0,857000.0,70000.0,863000.0,1208000.0,889000.0,1082000.0,21155000.0
5901.10,Kanvas,Kanvas yang dilapisi untuk seni lukis,Kamboja,Kediri,Jawa Timur,820,7.8,45.5,8617000.0,3740000.0,1025000.0,25300000.0,50910000.0,889000.0,1000000.0,1584000.0,552000.0,319000.0,848000.0,2615000.0,1134000.0,1164000.0,99697000.0
8443.31,Mesin fotokopi,Mesin fotokopi yang menggunakan teknologi digital,Singapura,Bima,Nusa Tenggara Barat,400,8.8,48.9,22105000.0,10610000.0,1285000.0,7820000.0,37830000.0,647000.0,1091000.0,4211000.0,3830000.0,267000.0,3699000.0,1957000.0,636000.0,3982000.0,99970000.0
2401.20,Tembakau,Tembakau yang tidak diproses,Indonesia,Depok,Jawa Barat,702,6.7,17.5,16413000.0,5950000.0,1263000.0,1240000.0,6970000.0,997000.0,1607000.0,2161000.0,2160000.0,243000.0,1063000.0,640000.0,426000.0,2810000.0,43943000.0
8516.40,Setrika listrik,Setrika listrik,Indonesia,Denpasar,Bali,231,1.3,23.5,8143000.0,2840000.0,1196000.0,5260000.0,10490000.0,245000.0,1735000.0,1512000.0,1532000.0,15000.0,1215000.0,2950000.0,755000.0,937000.0,38825000.0
8806.20,Drone,Drone atau pesawat tanpa awak,Kamboja,Singaraja,Bali,594,5.6,30.9,13426000.0,4080000.0,1602000.0,15940000.0,11220000.0,725000.0,562000.0,1982000.0,1041000.0,114000.0,2068000.0,975000.0,713000.0,1696000.0,56144000.0
0201.30,Daging sapi,"Daging sapi segar atau dingin, lainnya",Kamboja,Jakarta,DKI Jakarta,832,6.8,14.6,17557000.0,7070000.0,886000.0,5640000.0,8500000.0,738000.0,472000.0,1797000.0,533000.0,216000.0,1081000.0,2908000.0,1730000.0,3080000.0,52208000.0
0806.10,Anggur,Anggur segar,Thailand,Bogor,Jawa Barat,562,0.7,29.5,31423000.0,10770000.0,1795000.0,16280000.0,24360000.0,105000.0,453000.0,3577000.0,1755000.0,63000.0,1379000.0,2709000.0,983000.0,4258000.0,99910000.0
8544.70,Kabel serat optik,Kabel serat optik,Myanmar,Blitar,Jawa Timur,448,8.4,10.3,717000.0,340000.0,70000.0,4600000.0,3250000.0,574000.0,1845000.0,102000.0,17000.0,141000.0,110000.0,2704000.0,783000.0,123000.0,15376000.0
8421.39,Mesin pembersih udara,Mesin penyaring udara untuk keperluan domestik,Filipina,Yogyakarta,DI Yogyakarta,909,1.9,3.6,2818000.0,1060000.0,370000.0,690000.0,3870000.0,976000.0,1079000.0,517000.0,207000.0,147000.0,99000.0,2549000.0,987000.0,542000.0,15911000.0
